TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr3 G1|3 50.57 cM	mouse chr3 G1|3 50.57 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 F2|9 59.64 cM	mouse chr9 F2|9 59.64 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 C4|1 40.23 cM	mouse chr1 C4|1 40.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F3|7 69.98 cM	mouse chr7 F3|7 69.98 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 D3|10 74.59 cM	mouse chr10 D3|10 74.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 D3- E1|8 57.5 cM	mouse chr8 D3- E1|8 57.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 A1|2 9.05 cM	mouse chr2 A1|2 9.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 D3|18 33.78 cM	mouse chr18 D3|18 33.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 A4|10 14.23 cM	mouse chr10 A4|10 14.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18|18 D1	mouse chr18|18 D1	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 B3|17 19.69 cM	mouse chr17 B3|17 19.69 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 B3|16 24.44 cM	mouse chr16 B3|16 24.44 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 H3|2 95.64 cM	mouse chr2 H3|2 95.64 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C2|2 41.52 cM	mouse chr2 C2|2 41.52 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX F5|X 75.97 cM	mouse chrX F5|X 75.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 E1|2 50.8 cM	mouse chr2 E1|2 50.8 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.3|X 16.18 cM	mouse chrX A1.3|X 16.18 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 C3|12 36.73 cM	mouse chr12 C3|12 36.73 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A3.1|13 12.43 cM	mouse chr13 A3.1|13 12.43 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A1|7 6.49 cM	mouse chr7 A1|7 6.49 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 D3|6 44.92 cM	mouse chr6 D3|6 44.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.2|4 57.86 cM	mouse chr4 D2.2|4 57.86 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 A3.1|11 12.97 cM	mouse chr11 A3.1|11 12.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 25.72 cM	mouse chr13 A5|13 25.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A2|X 16.63 cM	mouse chrX A2|X 16.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B4|11 45.22 cM	mouse chr11 B4|11 45.22 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 A2|12 9.85 cM	mouse chr12 A2|12 9.85 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A4|X 25.55 cM	mouse chrX A4|X 25.55 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B4|11 45.51 cM	mouse chr11 B4|11 45.51 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX C3|X 41.45 cM	mouse chrX C3|X 41.45 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 60.34 cM	mouse chr5 F|5 60.34 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 E1|8 69.92 cM	mouse chr8 E1|8 69.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 F1|15 52.36 cM	mouse chr15 F1|15 52.36 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C2|8 40.32 cM	mouse chr8 C2|8 40.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 H2|3 69.06 cM	mouse chr3 H2|3 69.06 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 D1|12 39.39 cM	mouse chr12 D1|12 39.39 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F5|7 87.03 cM	mouse chr7 F5|7 87.03 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 9.13 cM|7 A2	mouse chr7 9.13 cM|7 A2	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 8.43 cM	mouse chrX A1.1|X 8.43 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 C5|8 45.21 cM	mouse chr8 C5|8 45.21 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H3|1 78.53 cM	mouse chr1 H3|1 78.53 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A3.3|13 20.41 cM	mouse chr13 A3.3|13 20.41 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 D2.2|13 63.75 cM	mouse chr13 D2.2|13 63.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 C2|10 45.28 cM	mouse chr10 C2|10 45.28 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 5.27 cM	mouse chr19 A|19 5.27 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 A3|1 5.65 cM	mouse chr1 A3|1 5.65 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 C2|19 30.41 cM	mouse chr19 C2|19 30.41 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 53.07 cM	mouse chr5 F|5 53.07 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 F2.1|3 40.62 cM	mouse chr3 F2.1|3 40.62 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 D2|10 66.67 cM	mouse chr10 D2|10 66.67 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 E1|4 77.99 cM	mouse chr4 E1|4 77.99 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 F2|6 58.82 cM	mouse chr6 F2|6 58.82 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 F3|3 49.43 cM	mouse chr3 F3|3 49.43 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A1|9 3.44 cM	mouse chr9 A1|9 3.44 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 E3|6 52.8 cM	mouse chr6 E3|6 52.8 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 A3.3|17 12.47 cM	mouse chr17 A3.3|17 12.47 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E1|18 37.19 cM	mouse chr18 E1|18 37.19 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 E1|7 53.13 cM	mouse chr7 E1|7 53.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C3|2 46.77 cM	mouse chr2 C3|2 46.77 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B3.1|15 16.69 cM	mouse chr15 B3.1|15 16.69 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 64.72 cM	mouse chr11 D|11 64.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B3.1|15 14.59 cM	mouse chr15 B3.1|15 14.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 C|17 23.07 cM	mouse chr17 C|17 23.07 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 A2|11 9.75 cM	mouse chr11 A2|11 9.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 A2|8 10.66 cM	mouse chr8 A2|8 10.66 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 C|9 35.58 cM	mouse chr9 C|9 35.58 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 B|9 31.78 cM	mouse chr9 B|9 31.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A3|9 9.16 cM	mouse chr9 A3|9 9.16 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E2|15 40.32 cM	mouse chr15 E2|15 40.32 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 F2|9 59.42 cM	mouse chr9 F2|9 59.42 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H4|1 84.69 cM	mouse chr1 H4|1 84.69 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B1.2|11 29.53 cM	mouse chr11 B1.2|11 29.53 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 D1|14 31.93 cM	mouse chr14 D1|14 31.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 E2.3|1 52.81 cM	mouse chr1 E2.3|1 52.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 D1|18 27.3 cM	mouse chr18 D1|18 27.3 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A1|7 7.68 cM	mouse chr7 A1|7 7.68 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 G2|6 72.9 cM	mouse chr6 G2|6 72.9 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 B1|4 23.79 cM	mouse chr4 B1|4 23.79 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 H3|2 87.25 cM	mouse chr2 H3|2 87.25 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 A4|10 16.93 cM	mouse chr10 A4|10 16.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D1|15 24.23 cM	mouse chr15 D1|15 24.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 A5|4 22.7 cM	mouse chr4 A5|4 22.7 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 E4|1 58.6 cM	mouse chr1 E4|1 58.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D1|15 28.55 cM	mouse chr15 D1|15 28.55 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 C1|6 30.81 cM	mouse chr6 C1|6 30.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G1.3|5 69.0 cM	mouse chr5 G1.3|5 69.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 D2|7 45.0 cM	mouse chr7 D2|7 45.0 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C1.1|2 29.43 cM	mouse chr2 C1.1|2 29.43 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 F4|9 74.33 cM	mouse chr9 F4|9 74.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 62.12 cM	mouse chr11 D|11 62.12 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 H4|3 79.54 cM	mouse chr3 H4|3 79.54 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F5|7 86.52 cM	mouse chr7 F5|7 86.52 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 E1|8 70.34 cM	mouse chr8 E1|8 70.34 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 B3|16 25.5 cM	mouse chr16 B3|16 25.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 C1- C2|10 44.42 cM	mouse chr10 C1- C2|10 44.42 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B4|11 45.34 cM	mouse chr11 B4|11 45.34 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B1.2|11 29.37 cM	mouse chr11 B1.2|11 29.37 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 C4|16 55.17 cM	mouse chr16 C4|16 55.17 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B3.1|15 14.03 cM	mouse chr15 B3.1|15 14.03 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D3|4 70.63 cM	mouse chr4 D3|4 70.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 B1|4 26.02 cM	mouse chr4 B1|4 26.02 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C3|2 48.05 cM	mouse chr2 C3|2 48.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E1|15 37.95 cM	mouse chr15 E1|15 37.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 76.99 cM	mouse chr5 G2|5 76.99 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H6|1 96.94 cM	mouse chr1 H6|1 96.94 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 H3|2 88.5 cM	mouse chr2 H3|2 88.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 D3|6 44.67 cM	mouse chr6 D3|6 44.67 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 B3|5 26.17 cM	mouse chr5 B3|5 26.17 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 G2|5 75.51 cM	mouse chr5 G2|5 75.51 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D3|15 36.36 cM	mouse chr15 D3|15 36.36 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 B3.3|8 34.63 cM	mouse chr8 B3.3|8 34.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 B4|16 29.08 cM	mouse chr16 B4|16 29.08 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 3.21 cM	mouse chrX A1.1|X 3.21 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 D2|7 45.56 cM	mouse chr7 D2|7 45.56 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 4.85 cM	mouse chrX A1.1|X 4.85 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F3|7 69.23 cM	mouse chr7 F3|7 69.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A3.1|13 9.83 cM	mouse chr13 A3.1|13 9.83 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 E2|11 77.35 cM	mouse chr11 E2|11 77.35 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX E1|X 48.29 cM	mouse chrX E1|X 48.29 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D3|4 72.34 cM	mouse chr4 D3|4 72.34 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 C1|5 28.63 cM	mouse chr5 C1|5 28.63 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr12 F2|12 62.59 cM	mouse chr12 F2|12 62.59 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 B1|17 18.89 cM	mouse chr17 B1|17 18.89 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 D1|14 33.81 cM	mouse chr14 D1|14 33.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F4|7 84.3 cM	mouse chr7 F4|7 84.3 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 C1|19 23.73 cM	mouse chr19 C1|19 23.73 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F3|7 69.51 cM	mouse chr7 F3|7 69.51 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D3|15 35.79 cM	mouse chr15 D3|15 35.79 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 E3.3|9 51.72 cM	mouse chr9 E3.3|9 51.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr16 C1.2|16 34.72 cM	mouse chr16 C1.2|16 34.72 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 E4|17 56.93 cM	mouse chr17 E4|17 56.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 B4|10 32.25 cM	mouse chr10 B4|10 32.25 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 A3.3|17 12.22 cM	mouse chr17 A3.3|17 12.22 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 G2|1 64.75 cM	mouse chr1 G2|1 64.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 A3|14 10.16 cM	mouse chr14 A3|14 10.16 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 A3|1 5.21 cM	mouse chr1 A3|1 5.21 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 14.78 cM	mouse chr7 A3|7 14.78 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A4|9 17.48 cM	mouse chr9 A4|9 17.48 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H2.3|1 72.94 cM	mouse chr1 H2.3|1 72.94 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F4|7 84.95 cM	mouse chr7 F4|7 84.95 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 G3|3 60.53 cM	mouse chr3 G3|3 60.53 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 E4|1 59.93 cM	mouse chr1 E4|1 59.93 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 C3|2 45.92 cM	mouse chr2 C3|2 45.92 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 F|5 62.77 cM	mouse chr5 F|5 62.77 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 E3|6 53.62 cM	mouse chr6 E3|6 53.62 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 3.13 cM	mouse chrX A1.1|X 3.13 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 A1|6 2.26 cM	mouse chr6 A1|6 2.26 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr5 A3|5 8.11 cM	mouse chr5 A3|5 8.11 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E1|15 39.01 cM	mouse chr15 E1|15 39.01 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 B|19 20.45 cM	mouse chr19 B|19 20.45 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E3|18 53.22 cM	mouse chr18 E3|18 53.22 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 C5|1 42.45 cM	mouse chr1 C5|1 42.45 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A5.1|9 21.08 cM	mouse chr9 A5.1|9 21.08 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 A4|11 18.62 cM	mouse chr11 A4|11 18.62 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 G3|6 78.71 cM	mouse chr6 G3|6 78.71 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr3 G3|3 64.06 cM	mouse chr3 G3|3 64.06 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 E3|15 46.05 cM	mouse chr15 E3|15 46.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr8 A3|8 17.97 cM	mouse chr8 A3|8 17.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 A3|2 18.45 cM	mouse chr2 A3|2 18.45 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 C3|6 37.23 cM	mouse chr6 C3|6 37.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D3|4 72.5 cM	mouse chr4 D3|4 72.5 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A1|7 2.6 cM	mouse chr7 A1|7 2.6 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.3|X 16.44 cM	mouse chrX A1.3|X 16.44 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 E4|1 57.56 cM	mouse chr1 E4|1 57.56 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 D1|15 24.66 cM	mouse chr15 D1|15 24.66 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A1.1|X 3.33 cM	mouse chrX A1.1|X 3.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 C3|6 37.51 cM	mouse chr6 C3|6 37.51 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 C7|4 49.9 cM	mouse chr4 C7|4 49.9 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr2 E3|2 55.33 cM	mouse chr2 E3|2 55.33 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C1|14 26.26 cM	mouse chr14 C1|14 26.26 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 E3|7 54.75 cM	mouse chr7 E3|7 54.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 25.81 cM	mouse chr13 A5|13 25.81 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr9 A3|9 8.65 cM	mouse chr9 A3|9 8.65 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 E2.3|14 52.75 cM	mouse chr14 E2.3|14 52.75 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B1.2|11 28.98 cM	mouse chr11 B1.2|11 28.98 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX A3.3|X 23.05 cM	mouse chrX A3.3|X 23.05 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 E1|4 77.9 cM	mouse chr4 E1|4 77.9 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 A1|4 2.23 cM	mouse chr4 A1|4 2.23 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 F3|7 70.04 cM	mouse chr7 F3|7 70.04 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A1|7 1.84 cM	mouse chr7 A1|7 1.84 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 B4|11 45.58 cM	mouse chr11 B4|11 45.58 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 C2|14 26.97 cM	mouse chr14 C2|14 26.97 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr10 A3|10 10.02 cM	mouse chr10 A3|10 10.02 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr11 D|11 64.48 cM	mouse chr11 D|11 64.48 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr19 A|19 6.06 cM	mouse chr19 A|19 6.06 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr15 B3.1|15 15.45 cM	mouse chr15 B3.1|15 15.45 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chrX C3|X 41.28 cM	mouse chrX C3|X 41.28 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr13 A5|13 24.86 cM	mouse chr13 A5|13 24.86 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr6 B3|6 27.74 cM	mouse chr6 B3|6 27.74 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 A3|7 9.18 cM	mouse chr7 A3|7 9.18 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr7 B1|7 17.3 cM	mouse chr7 B1|7 17.3 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D2.2|4 57.39 cM	mouse chr4 D2.2|4 57.39 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr17 E2|17 45.2 cM	mouse chr17 E2|17 45.2 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr14 D3|14 41.46 cM	mouse chr14 D3|14 41.46 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr4 D3|4 69.9 cM	mouse chr4 D3|4 69.9 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr18 E1|18 39.53 cM	mouse chr18 E1|18 39.53 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
mouse chr1 H6|1 95.85 cM	mouse chr1 H6|1 95.85 cM	0.999999999976319	-2.36812930376473e-11	1	0	0	1868	24140
